Date,AMZN-Close/Last,AMZN-Volume,AMZN-Open,AMZN-High,AMZN-Low,AAL-Close/Last,AAL-Volume,AAL-Open,AAL-High,AAL-Low,MAR-Close/Last,MAR-Volume,MAR-Open,MAR-High,MAR-Low,NFLX-Close/Last,NFLX-Volume,NFLX-Open,NFLX-High,NFLX-Low
09/03/2019,1789.84,3546859,1770,1800.8,1768,26.51,6732810,26.16,26.66,25.95,124.27,1894973,124.94,124.94,123.63,289.29,3684177,290.82,293.9,288.06
08/30/2019,1776.29,3064147,1797.49,1799.74,1764.57,26.31,5076364,26.4,26.83,26.16,126.06,1877383,126.3,127.605,125.79,293.75,4447990,298.78,298.94,290.85
08/29/2019,1786.4,3018012,1783,1798.55,1777.25,26.32,7210512,25.79,26.61,25.7,125.73,1701851,127.2,127.46,125.38,296.78,4392532,295,299.93,294.99
08/28/2019,1764.25,2421893,1755,1767.86,1744.0505,25.33,9080597,24.41,25.51,24.23,125.34,1892196,125.17,125.935,124.66,291.77,3958043,289.47,292.82,287.75
08/27/2019,1761.83,3027245,1775.73,1779.4,1746.68,24.45,7504544,25.27,25.34,24.32,125.35,1214763,127.02,127.2,125.26,291.03,6314559,294.54,296.77,287.1968
08/26/2019,1768.87,3085320,1766.91,1770,1743.51,25.19,6728216,25.9,25.91,25.03,126.23,1263397,126.43,126.86,125.37,294.98,4696982,295.24,296.95,292.5
08/23/2019,1749.62,5277898,1793.03,1804.8962,1745.23,25.42,8910561,26.27,26.51,25.35,125.1,1736121,127.26,127.922,124.67,291.44,6331189,295,299.01,290.32
08/22/2019,1805.6,2658388,1828,1829.4111,1800.1,26.53,5958588,26.46,26.98,26.3375,128.19,963929,128.83,129.4251,126.97,296.93,4977042,298.65,300.33,293.15
08/21/2019,1823.54,2039231,1819.39,1829.5785,1815,26.42,6227560,26.06,26.5951,26.01,128.35,1646620,131.58,131.65,128,297.81,5689746,301.61,302.88,296.2
08/20/2019,1801.38,1932835,1814.5,1816.82,1799.88,25.83,7660120,26.08,26.08,25.56,130.68,979775,130.03,131.6,129.73,298.99,7352162,304.57,305,297.6811
08/19/2019,1816.12,2820303,1818.08,1826,1812.61,26.1,9035421,26.2,26.69,26.08,130.57,1289252,130.89,131.24,129.96,309.38,4951733,306.25,311.75,304.75
08/16/2019,1792.57,3054240,1792.89,1802.9082,1784.5496,25.79,8886360,25.62,26.05,25.39,128.82,1307626,127.94,129.26,127.33,302.8,7090757,298.86,303.55,296.27
08/15/2019,1776.12,3809948,1781.99,1788,1761.96,25.41,10112640,26.2,26.31,25.14,126.7,1950782,128.89,129.28,126.02,295.76,9683384,299.5,300.63,288
08/14/2019,1762.96,4893649,1793.01,1795.6514,1757.215,26.1,10104390,27.05,27.07,26.09,126.85,2103388,130.36,131.93,126.23,299.11,7355753,308.01,308.41,298.005
08/13/2019,1824.34,4075021,1783,1831.7429,1780,27.51,12996670,27.62,28.37,27.3269,132.41,1616068,130.19,133.23,130.01,312.28,5338761,309.77,316.43,308.16
08/12/2019,1784.92,2905498,1795.99,1800.98,1777,27.64,8014995,28.5,28.51,27.52,130.01,2305298,131.2,131.75,129.84,310.83,6531722,305.46,312.89,303.24
08/09/2019,1807.58,2879770,1828.95,1831.091,1802.22,28.78,4031257,28.85,29.065,28.555,132.46,2304381,131.34,132.98,129.73,308.93,5349059,313.74,316.64,305.68
08/08/2019,1832.89,3701242,1806,1834.26,1798.11,29.08,5028185,28.81,29.39,28.76,130.34,1651036,129.11,131.06,128.2201,315.9,5905865,311.03,316.3648,306.63
08/07/2019,1793.4,4526884,1773.99,1798.93,1757,28.63,6771454,28,28.76,27.82,127.82,2447899,126.27,128.91,124.77,304.29,9322433,302.56,305,296.8126
08/06/2019,1787.83,5070258,1792.23,1793.77,1753.4,28.36,6010508,28.85,29.064,28.0157,128.49,3932539,126.58,132.445,126.3,310.1,6179090,310.58,311.88,305.3
08/05/2019,1765.13,6058212,1770.22,1788.6678,1748.78,28.53,8948917,28.97,28.97,28,130.34,3161859,134.09,134.53,129.86,307.63,8692485,310.96,313.4179,304.677
08/02/2019,1823.24,4956225,1845.07,1846.3634,1808.02,29.45,6475919,29.7,29.811,29.0715,135.98,1098742,136.76,137.24,135.45,318.83,6280343,317.49,319.41,311.8
08/01/2019,1855.32,4713311,1871.72,1897.92,1844.01,29.84,8012969,30.43,30.565,29.43,136.87,1268737,138.99,140.485,136.5,319.5,6563156,324.25,328.58,318.735
07/31/2019,1866.78,4470727,1898.11,1899.55,1849.44,30.51,6269369,30.68,31.14,30.27,139.06,1551642,140.98,141.23,137.8,322.99,6259494,325.16,331.77,318.53
07/30/2019,1898.53,2910888,1891.115,1909.89,1883.48,30.71,5290177,30.45,30.81,30.21,140.81,947484,140.33,141.46,139.88,325.93,6029320,329.2,329.65,323.23
07/29/2019,1912.45,4493190,1930,1932.226,1890.54,30.74,6963941,30.97,31.1862,30.54,141.23,1113900,139.94,141.5946,139.46,332.7,5782817,335.98,336.4,328.77
07/26/2019,1943.05,4927143,1942,1950.895,1924.51,31.24,7875157,32,32.25,31.16,140.27,1235165,141.29,141.34,139.92,335.78,10847500,328.79,336,327.5
07/25/2019,1973.82,4136461,2001,2001.2,1972.72,31.67,13152300,34.55,34.82,31.58,140.72,1395540,139.66,141.74,139.31,326.46,10798500,318.86,327.69,316.3
07/24/2019,2000.81,2631300,1969.3,2001.3,1965.87,34.59,7315334,33.62,34.99,33.62,139.79,1729997,140.08,140.53,137.75,317.94,11961820,310.51,319.99,307.25
07/23/2019,1994.49,2703480,1995.99,1997.79,1973.13,33.73,4524068,33.02,33.79,32.57,140.69,2288063,137.32,140.88,136.11,307.3,9171068,311.44,313.5,306
07/22/2019,1985.63,2908111,1971.14,1989,1958.26,32.9,4005726,33.22,33.42,32.8515,136.06,1998078,137.5,137.79,135.39,310.62,17725330,312,314.54,305.81
07/19/2019,1964.52,3185612,1991.21,1996,1962.2255,33.08,4249117,33.82,34.02,33.06,137.73,1549821,140.23,140.23,137.63,315.1,16302480,323.4,325.85,314.23
07/18/2019,1977.9,3504252,1980.01,1987.5,1951.55,33.74,3049389,33.41,33.82,33.11,139.8,1597396,140.68,140.85,138.68,325.21,31305900,323.76,329.85,320.3
07/17/2019,1992.03,2558809,2007.05,2012,1992.03,33.26,5881982,34.34,34.4199,33.11,141.24,1229487,143.94,143.94,141.15,362.44,13639540,366.25,366.5,361.75
07/16/2019,2009.9,2618198,2010.58,2026.3196,2001.22,34.22,6353631,33.7,34.67,33.7,143.96,1023541,142.99,144.24,142.6,365.99,5863222,370.09,371.34,364.92
07/15/2019,2020.99,2981343,2021.4,2022.9,2001.55,33.61,3484003,33.67,33.95,33.42,142.78,1656087,142.08,142.88,140.88,366.6,7944680,372.94,373.68,362.3
07/12/2019,2011,2509297,2008.27,2017,2003.87,33.78,5012196,33.12,33.9,33,142.55,1057918,142.23,142.75,141.64,373.25,6636937,378.68,379.7375,372.7917
07/11/2019,2001.07,4317766,2025.62,2035.8,1995.3,33.03,6842881,33.06,33.3,32.82,141.9,1290482,142.25,142.25,140.7,379.5,4336287,381.1,384.54,378.8
07/10/2019,2017.41,4931902,1996.51,2024.94,1995.4,32.94,8869704,32.93,33.685,32.59,141.57,1956849,139.43,141.62,139,381,5878790,382.77,384.3399,377.4
07/09/2019,1988.3,4345698,1947.8,1990.01,1943.475,32.36,5450614,32.4,32.7502,31.93,139.52,1808107,138.63,139.6099,137.85,379.93,6932822,379.06,384.76,377.5
07/08/2019,1952.32,2883371,1934.12,1956,1928.2532,32.79,5328812,31.99,32.915,31.98,141.3,1166369,141.74,141.74,140.02,376.16,3113402,378.19,378.25,375.36
07/05/2019,1942.91,2628359,1928.6,1945.9,1925.3,32.46,2583866,32.54,32.8261,31.95,142.01,1274148,140.89,142.18,139.634,380.55,3732162,378.29,381.4,375.555
07/03/2019,1939,1690294,1935.89,1941.59,1930.5,32.72,2747692,32.4,32.85,32.35,141.75,650541,141.79,142.09,141.09,381.72,3799009,376.69,381.99,375.84
07/02/2019,1934.31,2651299,1919.38,1934.79,1906.63,32.19,4767593,33.09,33.21,32.03,141.26,986446,140.81,141.27,139.25,375.43,3628962,374.89,376,370.31
07/01/2019,1922.19,3203347,1922.98,1929.82,1914.66,32.88,8995147,33.14,33.6632,32.5301,141.23,1825597,142.41,142.9,140.78,374.6,5001518,373.5,376.66,372
06/28/2019,1893.63,3037358,1909.1,1912.94,1884,32.61,5238492,32.23,32.73,32.16,140.29,3030299,138.45,140.46,138.15,367.32,4592706,370.26,371.5448,364.87
06/27/2019,1904.28,2141721,1902,1911.24,1898.04,32.15,4274549,31.56,32.5513,31.42,138.29,1865235,135.92,138.83,135.91,370.02,4138575,363.2,370.85,363.2
06/26/2019,1897.83,2441910,1892.48,1903.8,1887.32,31.46,4089726,31.48,31.715,31.065,135.65,1546274,134.15,136.26,133.7,362.2,3669677,361.6,366.79,361.6
06/25/2019,1878.27,3012347,1911.84,1916.385,1872.42,31.26,6523933,31.83,32.11,31.24,133.28,1729774,136.71,136.73,132.74,360.3,5750383,370.75,370.9994,358.29
06/24/2019,1913.9,2282969,1912.66,1916.86,1901.3,31.82,8425704,31.57,31.89,31.31,136.76,1095189,137.4,137.98,136.39,371.04,4830240,370.27,375,370.2
06/21/2019,1911.3,3933576,1916.1,1925.95,1907.58,31.57,7481797,32.03,32.39,31.51,137.07,2353466,136.54,138.05,136.04,369.21,7448356,365,371.45,365
06/20/2019,1918.19,3217153,1933.33,1935.2,1905.8,32.15,8969183,33.66,33.81,31.9,137.19,1582731,136.9,138.42,136.46,365.21,5899467,365.91,370.12,361.215
06/19/2019,1908.79,2895347,1907.84,1919.5807,1892.47,33.21,5535486,32.72,33.3,32.51,135.68,1222354,135,135.84,134.09,363.52,5667156,361.72,364.74,356.12
06/18/2019,1901.37,3895728,1901.35,1921.67,1899.79,32.52,3789303,32.78,33.3,32.42,134.96,1531626,135,136.3,133.85,357.12,5428542,355.57,361.5,353.75
06/17/2019,1886.03,2634342,1876.5,1895.688,1875.45,32.56,3420933,32.1,32.915,32.1,132.85,1263608,134.04,134.11,132.58,350.62,5358219,342.69,351.77,342.06
06/14/2019,1869.67,2851163,1864,1876,1859,32.68,6128002,32.97,33.2,32.22,133.68,872550,133.63,134.03,132.17,339.73,5019011,341.63,343.4,336.155
06/13/2019,1870.3,2795810,1866.72,1883.09,1862.22,33.09,10856490,31.69,33.32,31.41,133.62,1116059,133.26,134.33,132.03,343.43,6209347,347.23,348.5,339.25
06/12/2019,1855.32,2678335,1853.98,1865,1844.38,31.1,5185737,30.56,31.13,30.45,132.7,1184307,134.87,135.42,132.68,345.56,4584704,351.82,353.61,343.23
06/11/2019,1863.7,4042694,1883.25,1893.7,1858,30.58,3461792,31.1,31.29,30.51,134.52,1387618,134.14,135.47,133.21,351.27,5396712,355,357.58,348.5
06/10/2019,1860.63,5371007,1822,1884.87,1818,30.76,5449401,31.15,31.72,30.715,132.75,1315494,133.13,134.76,132.47,352.01,7810261,363.65,367.1,349.285
06/07/2019,1804.03,4808246,1763.7,1806.2538,1759.49,30.92,4843551,30.59,31.15,30.43,132.52,1458481,129.5,133.03,129,360.87,4777321,357.39,365.15,355.69
06/06/2019,1754.36,3689272,1737.71,1760,1726.13,30.38,5507561,30.4,30.51,29.88,128.6,1355297,127.62,129.01,126.96,357.13,3709955,354.84,358.21,352.09
06/05/2019,1738.5,4239782,1749.6,1752,1715.2514,30.36,8713660,29.76,30.45,29.46,127.55,1422595,128.55,128.6283,126.44,355.73,5020081,354.38,357.88,348.71
06/04/2019,1729.56,5679121,1699.24,1730.82,1680.89,29.12,10218530,27.63,29.31,27.5,128.18,1796099,126.3,128.24,125.51,353.4,7891632,345,353.61,343.25
06/03/2019,1692.69,9098708,1760.01,1766.29,1672,27.2,6796311,27.12,27.81,27.02,124.36,2263450,124.76,125.27,123.46,336.63,7849589,343.56,347.66,332.65
05/31/2019,1775.07,4618819,1790.01,1795.585,1772.7034,27.23,7441190,27.8,27.92,27.105,124.84,2000013,123.45,125.57,122.46,343.28,5023449,347.22,349.34,342.92
05/30/2019,1816.32,3146850,1825.49,1829.47,1807.825,28.17,4734058,28.5,28.745,27.99,124.65,1116243,124.71,125.6,123.82,351.85,4008042,350.55,354.21,348.3
05/29/2019,1819.19,4279025,1823.12,1830,1807.5327,28.41,6248119,28.51,28.55,27.92,124.42,1321921,123.29,124.63,122.52,349.19,5658913,353.6,353.8476,345.9
05/28/2019,1836.43,3199965,1832.75,1849.2669,1827.35,28.73,8362841,29.26,29.32,28.5,123.7,3209131,125.15,125.5,123.63,354.78,4717144,354.39,361.2,353.64
05/24/2019,1823.28,3369673,1835.89,1841.76,1817.851,29.17,5764067,29.69,29.94,28.98,125,1357083,124.63,125.74,124.38,354.39,3830963,355.41,359.44,353.791
05/23/2019,1815.48,4424265,1836.59,1844,1804.2,29.5,11324610,29.73,29.98,29.3099,123.91,2227093,125.98,126.1,123.53,352.21,5630443,355.5,357.42,347.7
05/22/2019,1859.68,2936601,1851.78,1871.485,1851,29.92,10258690,31.23,31.23,29.81,127.77,1620114,128.83,129.1995,127.63,359.73,6229389,358.01,370.46,357.3
05/21/2019,1857.52,4005122,1874.79,1878.9999,1846,31.3,4987138,31.21,31.635,31.13,129.43,1780139,128.71,129.65,128.065,354.27,4026369,350.95,356.425,349.93
05/20/2019,1858.97,3798198,1852.69,1867.78,1835.54,30.96,7576174,30.65,31.2162,30.22,127.86,1591780,128.75,129.585,127.49,348.11,4621515,351.23,352.418,345.4
05/17/2019,1869,4736618,1893.05,1910.53,1867.33,31.74,4751627,32.03,32.36,31.69,130.91,1653493,132.15,133.17,130.87,354.45,4725448,356.39,359.62,353.785
05/16/2019,1907.57,4707822,1885.94,1917.51,1882.29,32.32,4739658,32.2,32.9,32.02,132.51,1818360,132.07,133.29,130.96,359.31,6441463,356.37,364,353.935
05/15/2019,1871.15,4692642,1827.95,1874.427,1823,32.16,4518716,32.03,32.415,31.55,131.83,1907858,128.79,132.33,127.27,354.99,6340118,343.34,356.5,341.39
05/14/2019,1840.12,4629107,1839.5,1852.44,1815.75,32.34,5504229,32.19,32.65,32.0142,129.87,2273434,126.68,130.97,126.31,345.61,5353029,348.71,349.95,342.5
05/13/2019,1822.68,5783410,1836.56,1846.535,1818,32.14,7040853,33.16,33.2,31.98,126.01,2392067,129.47,129.78,125.72,345.26,8026697,352.29,354.26,343.1
05/10/2019,1889.98,5717994,1898,1903.79,1856,33.99,4950021,33.72,34.19,32.941,131.71,4463172,130.88,132.11,127.7,361.04,5657123,361.62,365.2578,353.06
05/09/2019,1899.87,5308263,1900,1909.4,1876,33.95,4500074,33.39,34.015,33.06,135.47,1913728,133.93,136.17,132.79,362.75,5882572,360.9,364.2,352.75
05/08/2019,1917.77,4078568,1918.87,1935.37,1910,33.75,4374098,33.7,34.38,33.56,134.77,1244814,134.42,135.38,133.6,364.37,6571957,367.92,369,361.36
05/07/2019,1921,5902134,1939.99,1949.1005,1903.3795,33.91,6957759,34.25,34.33,33.405,135.15,1547000,136.16,137.1,134.0707,370.46,6974924,377,379.91,365.81
05/06/2019,1950.55,5417841,1917.98,1959,1910.5,34.75,4156800,34.25,34.77,33.72,137.75,1415294,137.46,138.17,136.58,378.67,5793144,377.69,381.35,376
05/03/2019,1962.46,6381564,1949,1964.4,1936,34.79,5181566,34.21,34.9,34.15,140.14,1076921,137.79,140.28,137.28,385.03,5130301,381.53,385.03,378.2717
05/02/2019,1900.82,3962915,1913.33,1921.55,1881.87,33.95,5320302,33.96,34.855,33.84,136.89,1155505,138.55,139.055,135.72,379.06,5398167,378,383.5,374.51
05/01/2019,1911.52,3116964,1933.09,1943.64,1910.55,33.91,4466584,34.3,34.59,33.88,138.86,1632054,137.8,140.3715,137.56,378.81,9257284,374,385.99,373.1746
04/30/2019,1926.52,3492929,1930.1,1935.71,1906.95,34.18,5719637,33.78,34.3899,33.55,136.42,1259645,136.35,136.83,135.28,370.54,3863973,369.56,374.5,368.348
04/29/2019,1938.43,4000052,1949,1956.335,1934.09,33.77,5546425,33.51,33.99,33.31,135.97,1135880,136.45,137.1,135.82,371.83,3764911,373.68,374.5753,369.115
04/26/2019,1950.63,8396605,1929,1951,1898,33.06,9617194,32.15,33.92,32.1,136.45,837462,136.25,137.03,135.57,374.85,5615814,368.35,375.14,366.24
04/25/2019,1902.25,5625972,1917.004,1922.45,1900.31,33.41,6123236,34.05,34.25,33.13,135.68,926129,134.92,136.2,134.11,368.33,6242518,374.49,374.76,365.7
04/24/2019,1901.75,3618382,1925,1929.6899,1898.16,33.99,3733920,33.92,34.49,33.9,135.48,1231256,134.66,136.04,134.66,374.23,6519978,381.07,381.9,373.2698
04/23/2019,1923.77,4632169,1891.2,1929.26,1889.58,33.97,3320028,33.43,34.18,33.42,136.28,1036940,136.28,136.79,135.44,381.89,9992022,375.45,384.8,374.7069
04/22/2019,1887.31,3361162,1855.4,1888.42,1845.64,33.48,3882065,34.1,34.2,33.425,135.86,1182276,133.65,136.16,133.33,377.34,11959940,359.7,377.69,359
04/18/2019,1861.69,2745002,1868.79,1870.82,1859.48,34.37,3318153,34.43,34.6199,33.9,134.41,1378277,136.74,136.74,133.49,360.35,8346470,355,360.41,351.64
04/17/2019,1864.82,2838130,1872.99,1876.473,1860.44,34.38,3768124,34.45,34.72,34.1031,135.93,1111337,136.27,136.94,135.65,354.74,18009350,365.05,368.764,350.6
04/16/2019,1863.04,3036907,1851.35,1869.77,1848,34.03,4484145,33.96,34.09,33.59,135.8,979921,134.4,135.91,134.37,359.46,18416450,355,364.4787,352.72
04/15/2019,1844.87,3710653,1842,1846.85,1818.9,33.75,6389305,34.65,35.24,33.68,134.37,657417,134.5,134.97,133.1,348.87,8819081,350.71,352.21,342.27
04/12/2019,1843.06,3090899,1848.4,1851.5,1841.3,34.69,4607905,34.99,35.235,34.5,134.65,1163890,133.49,134.74,133.26,351.14,15605580,360.69,361.75,349.36
04/11/2019,1844.07,2623197,1848.7,1849.95,1840.31,34.81,7352196,33.99,34.97,33.91,133.25,1243658,133.42,133.82,132.715,367.65,6416155,365,370.12,360.81
04/10/2019,1847.33,2951939,1841,1848,1828.81,34.02,7013527,33.76,34.13,33.09,132.75,1470361,132.99,133.175,132.3025,363.92,4537963,365.79,368.8481,362.25
04/09/2019,1835.84,3703283,1845.49,1853.09,1831.78,33.31,8118825,33.37,33.52,32.6,132.65,1688972,134.13,134.95,132.27,364.71,5431467,360.54,366.74,359
04/08/2019,1849.86,3745428,1833.23,1850.2,1825.11,33.88,6204123,33.64,33.9529,33.44,134.91,1866719,133.88,134.96,133.47,361.41,4648877,365.11,365.94,359.93
04/05/2019,1837.28,3628458,1829,1838.58,1825.19,34.06,5158455,33.97,34.4,33.88,134.06,2209847,132.57,134.81,132.32,365.49,3898888,369,369.8,364.66
04/04/2019,1818.86,3614013,1820.65,1828.75,1804.2,33.93,6190627,33.96,34.12,33.35,132.2,2268976,131.55,132.5,131.13,367.88,4621965,370.07,372.05,362.4
04/03/2019,1820.7,3923043,1826.72,1830,1809.62,33.71,9976464,33.22,33.99,33.21,131.59,2217687,129.45,131.845,128.72,369.75,5366498,369.26,373.4105,366.19
04/02/2019,1813.98,3435556,1811.02,1820,1805.121,32.99,10396840,33.04,33.47,32.46,128.5,1780744,127.23,128.6,126.51,367.72,5114466,366.25,368.42,362.22
04/01/2019,1814.19,4173480,1800.11,1815.67,1798.73,32.35,7377451,31.98,32.7263,31.7,127.45,1354150,126.24,127.59,125.85,366.96,6974045,359,368.33,358.51
03/29/2019,1780.75,3316831,1786.58,1792.86,1776.63,31.76,6977226,31.14,31.885,30.835,125.09,2175104,124.01,125.455,123.87,356.56,4700683,357.16,358.25,353.71
03/28/2019,1773.42,3030860,1770,1777.93,1753.47,30.9,6686603,31.01,31.37,30.44,124.08,1496259,122.28,124.36,122.28,354.61,4349820,354.485,355.94,349.2
03/27/2019,1765.7,4316646,1784.13,1787.5,1745.68,30.94,6404966,30.27,31.2,30.15,122.17,1924926,123.72,123.72,121.33,353.37,7826426,361,362.47,350.37
03/26/2019,1783.76,4848654,1793,1805.77,1773.3598,30.21,4583151,30.51,30.62,29.97,123.56,1722608,122.89,124.6,122.725,359.97,7648249,367.87,368.38,358.02
03/25/2019,1774.26,5098182,1757.79,1782.6751,1747.5,30.21,5171470,30.53,30.7151,30.16,123.66,1493650,124.01,124.45,123.13,366.23,8464512,359,367.0399,357.44
03/22/2019,1764.77,6347858,1810.17,1818.98,1763.11,30.57,7390450,31.32,31.44,30.53,124.5,3400727,124.37,124.91,123.42,361.01,8627185,375.95,376.43,360.04
03/21/2019,1819.26,5740075,1796.26,1823.75,1787.281,31.45,5707083,30.89,31.77,30.79,125.06,1710176,123.37,125.18,122.98,377.87,8522990,374,379,370.61
03/20/2019,1797.27,6153806,1769.94,1799.5,1767.0338,30.96,6243426,31.5,31.55,30.77,123.67,1925804,125.39,125.73,123.54,375.22,10784680,358.91,375.9,357.01
03/19/2019,1761.85,6339232,1753.51,1784.16,1753.51,31.59,6812069,31.5,32.12,31.38,125.75,2345585,124.97,126.72,124.66,358.78,7234757,366.4,366.96,356.8
03/18/2019,1742.15,5403392,1712.7,1750,1712.63,31.38,6830992,31.5,31.58,31.03,124.96,2436711,124.99,125.97,123.83,363.44,7187742,362.47,370.9705,361.86
03/15/2019,1712.36,7538300,1703,1718.8,1693.13,31.43,9639048,32.28,32.35,31.415,122.32,3600341,120.02,124.83,119.89,361.46,8438090,361.02,364,358.89
03/14/2019,1686.22,2937759,1691.2,1702,1684.34,32.13,6439864,31.96,32.47,31.88,119.62,2359916,120,120.53,118.99,358.82,5263947,360.5,363.84,358.1008
03/13/2019,1690.81,3540837,1683,1700,1679.35,31.84,11078640,31.22,31.925,31,120.19,3070646,121.14,122.66,120.01,361.21,6399141,355.81,362.48,352.765
03/12/2019,1673.1,3562993,1669,1684.265,1660.98,30.92,10869990,32.19,32.19,30.88,120.69,2185254,120.5,121.59,119.1,356.27,5161706,359.37,360.13,353.8
03/11/2019,1670.62,3797298,1626.12,1672.285,1626.01,32.05,8862726,31.64,32.27,31.57,120.25,2141934,120.86,121.17,120.11,358.86,5342609,352,358.98,350.03
03/08/2019,1620.8,4659945,1604.01,1622.72,1586.57,31.91,6190772,31.9,32.115,31.37,120.7,2261293,121.19,121.54,119.99,349.6,6891251,345.75,349.92,342.47
03/07/2019,1625.95,4945564,1667.37,1669.7534,1620.51,32.22,6780342,32.7,32.7,31.6177,122.22,2043334,125.13,125.16,122.07,352.6,6144401,360.16,362.86,350.5
03/06/2019,1668.95,3984996,1695.97,1697.75,1668.28,32.76,6405510,33.22,33.415,32.515,125.12,1642039,125.18,125.84,124.82,359.61,6194189,353.6,359.88,351.7
03/05/2019,1692.43,3667977,1702.95,1707.8,1689.01,33.23,7347812,34.03,34.38,33.17,125.22,1775864,124,125.57,124,354.3,5919936,351.46,356.17,348.25
03/04/2019,1696.17,6154237,1685,1709.43,1674.36,33.72,6955512,34.76,34.89,33.5,123.94,2090752,126.49,126.49,122.34,351.04,7478914,359.72,362.25,348.0436
03/01/2019,1671.73,4661618,1655.13,1674.26,1651,34.64,8316210,35.58,35.96,34.37,124.45,4382896,125.49,126.55,122.23,357.32,5466102,362.26,362.87,354.6915
02/28/2019,1639.83,3016008,1635.25,1651.77,1633.83,35.63,7294136,35.63,35.89,35.1699,125.27,3300998,126.76,127,125.01,358.1,6157285,362.47,366.39,357.709
02/27/2019,1641.09,3141146,1628.18,1641.81,1615.1,35.69,5871783,36.11,36.33,35.2681,126.93,2165122,127.65,128.635,126.64,362.87,5621615,363.5,368.03,359.8
02/26/2019,1636.4,2657019,1625.98,1639.99,1616.1335,36.25,6986514,35.9,36.725,35.75,128.57,1971278,128.19,129.9,128.17,364.97,4924616,362.98,365.7,359.33
02/25/2019,1633,3169190,1641.45,1654.6,1630.3873,35.9,10373320,35.75,36.3799,35.67,128.48,2309766,129.69,130.16,128.42,363.91,7537507,367.01,371.49,363.79
02/22/2019,1631.56,3090342,1623.5,1634.94,1621.17,35.49,5393084,35,35.55,35,128.84,2085733,127.93,129.72,127.57,363.02,7077753,360.34,366.13,360.05
02/21/2019,1619.44,3460682,1619.85,1623.56,1600.91,34.98,5899290,34.98,35.51,34.825,127.37,2892987,127.04,128.25,125.45,356.97,6217185,360.03,362.85,353.88
02/20/2019,1622.1,3314310,1630,1634.93,1610.12,35.06,6945790,35,35.24,34.77,126.97,3327196,122.54,127.27,121.95,359.91,8101412,364.85,366.71,356.7
02/19/2019,1627.58,3671821,1601,1634,1600.56,35.47,6436036,35.03,35.9,35,122.03,2618167,120.29,122.4,120.15,361.92,7379683,355.8,365,355.32
02/15/2019,1607.95,4333397,1627.86,1628.9099,1604.5,35.05,11458980,36.24,36.34,34.96,121.05,2011105,119.8,121.5999,118.81,356.87,9218066,358.47,364.4,355.5
02/14/2019,1622.65,4106555,1624.5,1637.9,1606.061,36.11,4069187,35.91,36.525,35.67,118.62,1785429,118.14,118.81,116.64,359.07,9280393,351.75,360.45,348.33
02/13/2019,1640,3545096,1647,1656.38,1637.1063,36.21,5830311,35.83,36.4632,35.81,118.86,2293535,116,119.61,115.93,351.77,10529710,357.3,359.6,350.28
02/12/2019,1638.01,4830487,1604,1639.395,1598.88,35.75,6615772,36.76,37.17,35.67,114.74,2374481,116.41,116.77,114.49,359.97,10388190,348.09,360,346.52
02/11/2019,1591,3301240,1600.98,1609.29,1586,36.59,4896730,36.08,36.7173,36.08,115.65,992247,115.86,116.69,115.46,345.73,5438119,350,352.87,344.81
02/08/2019,1588.22,5649888,1586,1588.59,1566.756,36,4956694,35.8,36.23,35.39,115.48,1381292,114.58,115.51,114.58,347.57,7550268,338,348,338
02/07/2019,1614.37,4605293,1625,1625.5389,1592.91,36.17,5853155,36.46,36.7,35.94,115.52,1358563,116.42,116.83,114.76,344.71,7850353,347.9,348.75,339.02
02/06/2019,1640.26,3930870,1670.75,1672.26,1633.34,36.76,5801522,36.8,37.09,36.61,117.27,1555807,116.77,117.75,116.665,352.19,6707279,357,357.04,347.19
02/05/2019,1658.81,4443632,1643.34,1665.26,1642.5,36.93,6003120,36.81,37.23,36.7,116.91,1448858,115.97,117,115.7679,355.81,9030720,353.2,360,352.9
02/04/2019,1633.31,4911319,1623,1649.63,1613.5,36.78,9087705,36.16,36.81,36.12,115.65,1067009,114.68,115.69,114.43,351.34,9024097,342.6,352,341.3
02/01/2019,1626.23,11484130,1638.88,1673.06,1622.01,36.11,6611942,35.77,36.59,35.77,114.57,1540808,114.79,115.2,114.01,339.85,9822615,337.18,346.84,336.5
01/31/2019,1718.73,10304330,1692.85,1736.411,1679.0821,35.77,7705538,36.31,36.55,35.55,114.53,2279965,113.6,115.03,112.6794,339.5,8493725,339.68,345.99,338.0919
01/30/2019,1670.43,5717042,1623,1676.95,1619.68,36.34,7410432,36.43,36.68,36.17,113.64,2495948,111.75,113.775,111.02,340.66,9081266,332.75,341.78,330.8
01/29/2019,1593.88,4591586,1631.27,1632.38,1590.72,36.29,8737890,36.76,37.08,36.07,111.12,1185910,110.47,111.34,109.98,328.9,7619808,335.87,338.22,328.151
01/28/2019,1637.89,4807564,1643.59,1645,1614.09,36.57,14835190,34.53,36.62,34.5,110.53,1348094,109.11,110.84,108.74,335.66,8639403,334.7,336.3,328.88
01/25/2019,1670.57,4933434,1670.5,1683.48,1661.6122,34.98,15929640,33.94,35.5,33.76,109.85,1586916,109.18,109.93,107.81,338.05,11147040,328.72,340,328.51
01/24/2019,1654.93,4077737,1641.07,1657.2572,1631.7847,33.66,15524650,34.26,34.35,32.83,108.24,769173,108.06,108.95,107.4,326.67,11115040,320.6,331.8,319
